invoiceNo,channel,saleDate,totalAmount,paymentStatus,notes,createdAt,itemCount,totalQuantity,items
INV-0152,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:00.724Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0151,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:00.456Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0150,Fair3,2026-06-27,250,paid,,2026-06-27T19:49:00.210Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0149,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:59.928Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0148,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:59.655Z,1,1,"[{""productName"":""Armanis.w.y"",""productSKU"":""ArmWy"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0147,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:59.400Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0146,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:59.145Z,1,1,"[{""productName"":""Diptyque tam dao"",""productSKU"":""DipTam"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0145,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:58.896Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0144,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:58.632Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0143,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:58.382Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0142,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:58.135Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0141,Fair3,2026-06-27,300,paid,,2026-06-27T19:48:57.722Z,1,1,"[{""productName"":""Vanila Spray"",""productSKU"":""Vanil_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0140,Fair3,2026-06-27,280,paid,,2026-06-27T19:48:57.304Z,1,1,"[{""productName"":""LOST Cherry Spray"",""productSKU"":""LostChe_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":280,""totalPrice"":280,""productType"":""spray""}]"
INV-0139,Fair3,2026-06-27,300,paid,,2026-06-27T19:48:56.880Z,1,1,"[{""productName"":""LOST Cherry Spray"",""productSKU"":""LostChe_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0138,Fair3,2026-06-27,330,paid,,2026-06-27T19:48:56.462Z,1,1,"[{""productName"":""Good Girl Spray"",""productSKU"":""GooGir_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""spray""}]"
INV-0137,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:56.203Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0136,Fair3,2026-06-27,130,paid,,2026-06-27T19:48:55.947Z,1,1,"[{""productName"":""Chocolate"",""productSKU"":""CoCo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0135,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:55.693Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0134,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:55.431Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0133,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:55.179Z,1,1,"[{""productName"":""victoriya secret"",""productSKU"":""VicSec"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0132,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:54.923Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0131,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:54.667Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0130,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:54.418Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0129,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:54.159Z,1,1,"[{""productName"":""Chocolate"",""productSKU"":""CoCo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0128,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:53.907Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0127,Fair3,2026-06-27,140,paid,,2026-06-27T19:48:53.657Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0126,Fair3,2026-06-27,110,paid,,2026-06-27T19:48:53.407Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0125,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:53.159Z,1,1,"[{""productName"":""Chocolate"",""productSKU"":""CoCo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0124,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:52.911Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0123,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:52.663Z,1,1,"[{""productName"":""Armanis.w.y"",""productSKU"":""ArmWy"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0122,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:52.413Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0121,Fair3,2026-06-27,300,paid,,2026-06-27T19:48:51.887Z,1,1,"[{""productName"":""Blue berry Spray"",""productSKU"":""BluBer_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0120,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:51.604Z,1,1,"[{""productName"":""Chocolate"",""productSKU"":""CoCo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0119,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:51.346Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0118,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:51.092Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0117,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:50.842Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0116,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:50.587Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0115,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:50.339Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0114,Fair3,2026-06-27,300,paid,,2026-06-27T19:48:49.929Z,1,1,"[{""productName"":""Blue berry Spray"",""productSKU"":""BluBer_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0113,Fair3,2026-06-27,130,paid,,2026-06-27T19:48:49.672Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0112,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:49.415Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0111,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:49.157Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0110,Fair3,2026-06-27,300,paid,,2026-06-27T19:48:48.750Z,1,1,"[{""productName"":""Fantasy Spray"",""productSKU"":""Fant_2_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0109,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:48.491Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0108,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:48.241Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0107,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:47.992Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0106,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:47.737Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0105,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:47.480Z,1,1,"[{""productName"":""Creed Aventus"",""productSKU"":""CreAve"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0104,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:47.229Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0103,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:46.978Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0102,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:46.721Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0101,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:46.471Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0100,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:46.212Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0099,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:45.961Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0098,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:45.709Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0097,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:45.457Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0096,Fair3,2026-06-27,140,paid,,2026-06-27T19:48:45.204Z,1,1,"[{""productName"":""Miss Dior"",""productSKU"":""MisDio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0095,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:44.949Z,1,1,"[{""productName"":""Ultra male"",""productSKU"":""UltMal"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0094,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:44.688Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0093,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:44.437Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0092,Fair3,2026-06-27,170,paid,,2026-06-27T19:48:44.184Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0091,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:43.931Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0090,Fair3,2026-06-27,140,paid,,2026-06-27T19:48:43.670Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0089,Fair3,2026-06-27,140,paid,,2026-06-27T19:48:43.417Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0088,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:43.167Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0087,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:42.903Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0086,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:42.650Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0085,Fair3,2026-06-27,310,paid,,2026-06-27T19:48:42.235Z,1,1,"[{""productName"":""Good Girl Spray"",""productSKU"":""GooGir_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":310,""totalPrice"":310,""productType"":""spray""}]"
INV-0084,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:41.984Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0083,Fair3,2026-06-27,250,paid,,2026-06-27T19:48:41.725Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0082,Fair3,2026-06-27,160,paid,,2026-06-27T19:48:41.472Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":160,""totalPrice"":160,""productType"":""roll-on""}]"
INV-0081,Fair3,2026-06-27,150,paid,,2026-06-27T19:48:41.208Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0080,Fair3,2026-06-27,120,paid,,2026-06-27T19:48:40.840Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0079,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:40.556Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0078,Fair2,2026-06-27,750,paid,,2026-06-27T19:48:40.304Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":15,""quantity"":1,""unitPrice"":750,""totalPrice"":750,""productType"":""roll-on""}]"
INV-0077,Fair2,2026-06-27,140,paid,,2026-06-27T19:48:40.051Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0076,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:39.802Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0075,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:39.551Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0074,Fair2,2026-06-27,270,paid,,2026-06-27T19:48:39.300Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":6,""quantity"":1,""unitPrice"":270,""totalPrice"":270,""productType"":""roll-on""}]"
INV-0073,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:39.050Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0072,Fair2,2026-06-27,130,paid,,2026-06-27T19:48:38.800Z,1,1,"[{""productName"":""kacha beli"",""productSKU"":""KacBel"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0071,Fair2,2026-06-27,850,paid,,2026-06-27T19:48:38.389Z,1,1,"[{""productName"":""Vampire B. Spray"",""productSKU"":""VampB_SP"",""sizeMl"":15,""quantity"":1,""unitPrice"":850,""totalPrice"":850,""productType"":""spray""}]"
INV-0070,Fair2,2026-06-27,850,paid,,2026-06-27T19:48:37.980Z,1,1,"[{""productName"":""Vampire B. Spray"",""productSKU"":""VampB_SP"",""sizeMl"":15,""quantity"":1,""unitPrice"":850,""totalPrice"":850,""productType"":""spray""}]"
INV-0069,Fair2,2026-06-27,160,paid,,2026-06-27T19:48:37.729Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":160,""totalPrice"":160,""productType"":""roll-on""}]"
INV-0068,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:37.476Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0067,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:37.224Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0066,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:36.965Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0065,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:36.711Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0064,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:36.458Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0063,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:36.206Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0062,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:35.954Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0061,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:35.707Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0060,Fair2,2026-06-27,110,paid,,2026-06-27T19:48:35.439Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0059,Fair2,2026-06-27,140,paid,,2026-06-27T19:48:35.182Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0058,Fair2,2026-06-27,130,paid,,2026-06-27T19:48:34.926Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0057,Fair2,2026-06-27,350,paid,,2026-06-27T19:48:34.516Z,1,1,"[{""productName"":""Vampire B. Spray"",""productSKU"":""VampB_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":350,""totalPrice"":350,""productType"":""spray""}]"
INV-0056,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:34.263Z,1,1,"[{""productName"":""Miss Dior"",""productSKU"":""MisDio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0055,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:34.008Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0054,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:33.752Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0053,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:33.488Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0052,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:33.238Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0051,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:32.980Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0050,Fair2,2026-06-27,300,paid,,2026-06-27T19:48:32.566Z,1,1,"[{""productName"":""LOST Cherry Spray"",""productSKU"":""LostChe_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0049,Fair2,2026-06-27,120,paid,,2026-06-27T19:48:32.304Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0048,Fair2,2026-06-27,150,paid,,2026-06-27T19:48:32.049Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0047,Fair2,2026-06-27,170,paid,,2026-06-27T19:48:31.639Z,1,1,"[{""productName"":""Luxe Special Spray"",""productSKU"":""LUXE1_SP"",""sizeMl"":15,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""spray""}]"
